R3.XC01,102.0662,29.6902,2123
R3.XC02,102.2284,29.3981,1091
R3.XC04,102.2875,29.2552,1090
R3.XC05,102.3996,29.2364,1232
R3.XC06,102.33,29.1138,1499
R3.XC07,102.4576,29.1119,1844
R3.XC08,102.6458,29.0656,1591
R3.XC09,102.384,29.0258,2068
R3.XC11,102.6265,28.8941,1681
R3.XC12,102.3185,28.8093,2351
